Fire Size,Fire Size Class,Cause Stat,Lat,Lng,State,Reported Date,Resolved Date,Days to Resolve
23.0,C,Lightning,34.897940000000006,-93.4719,AR,2012-09-08,2012-09-08,0 days
2.0,B,Lightning,43.66472222,-119.4266667,OR,2007-07-06,2007-07-07,1 days
1.0,B,Lightning,40.15,-108.184,CO,1995-07-30,1995-07-31,1 days
3630.0,F,Lightning,42.2666,-105.2672,WY,1994-06-30,1994-07-06,6 days
8.3,B,Lightning,30.0207,-84.6099,FL,2012-05-10,2012-05-10,0 days
40.0,C,Lightning,39.8833,-114.5342,NV,2000-08-04,2000-08-05,1 days
1.0,B,Lightning,40.065,-121.005,CA,1996-08-12,1996-08-14,2 days
3900.0,F,Lightning,44.43,-115.1466667,ID,1998-08-23,1998-09-07,15 days
1.1,B,Lightning,31.14137676,-81.57004585,GA,2011-05-13,2011-05-13,0 days
6.0,B,Lightning,33.34416667,-109.2227778,AZ,2002-06-26,2002-06-26,0 days
27.0,C,Lightning,47.93666667,-120.45333329999998,WA,1996-09-13,1996-09-16,3 days
4.0,B,Lightning,28.79833333,-80.86,FL,2003-06-15,2003-06-19,4 days
3.0,B,Lightning,47.9383333,-120.403611,WA,2010-07-31,2010-08-01,1 days
0.86,B,Lightning,43.21403661,-74.13886284,NY,2004-04-18,2004-04-18,0 days
1.4,B,Lightning,47.23583333,-115.9127778,ID,2015-08-12,2015-08-14,2 days
1.0,B,Lightning,38.25861111,-106.5002778,CO,2001-09-09,2001-09-10,1 days
0.7,B,Lightning,46.40333333,-115.4636111,ID,2000-08-05,2000-08-07,2 days
4.7,B,Lightning,36.9378,-107.0648,NM,2012-07-03,2012-07-04,1 days
1.0,B,Lightning,48.86833333,-115.5683333,MT,2000-08-12,2000-09-20,39 days
13.8,C,Lightning,43.19329992,-90.65939853,WI,1994-03-23,1994-03-23,0 days
10.0,C,Lightning,34.46916667,-94.1375,AR,2005-11-20,2005-11-23,3 days
15.0,C,Lightning,30.62582555,-103.9446707,TX,2010-08-08,2010-08-08,0 days
2.0,B,Lightning,29.6723,-85.3437,FL,2010-06-20,2010-06-20,0 days
1.48,B,Lightning,41.416,-73.671,NY,2012-04-07,2012-04-07,0 days
54.0,C,Lightning,37.1383,-113.8211,UT,2005-06-02,2005-06-05,3 days
20.0,C,Lightning,40.8216,-117.671,NV,1994-07-22,1994-07-22,0 days
1.9,B,Lightning,36.0333,-109.1507,AZ,1992-07-27,1992-07-27,0 days
7000.0,G,Lightning,45.48,-114.62166670000002,ID,2000-07-31,2000-11-01,93 days
580.0,E,Lightning,68.8817,-153.0317,AK,2010-06-09,2010-09-21,104 days
72.0,C,Lightning,33.56833333,-109.045,NM,1997-07-16,1997-08-02,17 days
2229.0,F,Lightning,44.67278,-120.04139,OR,2014-07-14,2014-09-02,50 days
5.0,B,Lightning,40.6213,-117.2223,NV,2005-07-15,2005-07-17,2 days
10.0,C,Lightning,33.80833333,-85.67166667,AL,1994-06-13,1994-06-13,0 days
1.5,B,Lightning,35.71722222,-106.4838889,NM,2002-06-22,2002-06-25,3 days
22.0,C,Lightning,42.36666667,-111.5716667,ID,2000-07-26,2000-08-01,6 days
23.0,C,Lightning,42.72,-117.3133,OR,2013-08-07,2013-08-08,1 days
3.0,B,Lightning,39.92527778,-110.835,UT,2006-08-12,2006-08-15,3 days
0.8,B,Lightning,31.0697,-82.6769,GA,2000-07-14,2000-07-14,0 days
7.0,B,Lightning,45.71666667,-104.705,MT,1994-07-01,1994-07-01,0 days
1.0,B,Lightning,38.03694444,-120.0169444,CA,1999-09-09,1999-09-09,0 days
0.8,B,Lightning,35.105,-111.43,AZ,1995-08-12,1995-08-12,0 days
7.7,B,Lightning,31.4979,-81.5753,GA,1993-08-22,1993-08-22,0 days
1.0,B,Lightning,35.8417,-113.3008,AZ,1999-06-25,1999-06-25,0 days
16.4,C,Lightning,34.1334,-110.2957,AZ,1996-08-13,1996-08-14,1 days
806.0,E,Lightning,32.36,-110.81333329999998,AZ,2000-06-06,2000-06-11,5 days
3.0,B,Lightning,37.52611111,-108.1038889,CO,1997-07-18,1997-07-18,0 days
1.0,B,Lightning,33.58193,-93.62085,AR,2012-08-06,2012-08-06,0 days
15.0,C,Lightning,35.2,-115.2675,CA,1993-08-05,1993-08-06,1 days
2.39,B,Lightning,31.8753,-82.3572,GA,1993-07-20,1993-07-20,0 days
3.5,B,Lightning,39.80900985,-112.3786916,UT,2013-06-29,2013-07-02,3 days
10.0,C,Lightning,40.67805556,-123.36305559999998,CA,2013-08-07,2013-08-10,3 days
135.0,D,Lightning,42.1433,-112.51782,ID,2011-08-29,2011-08-30,1 days
1.1,B,Lightning,32.90885,-116.88223899999998,CA,1998-09-02,1998-09-02,0 days
10.0,C,Lightning,46.43638889,-123.95555559999998,WA,2005-09-27,2005-09-29,2 days
3.0,B,Lightning,37.7917,-109.2548,UT,1996-07-26,1996-07-28,2 days
59.0,C,Lightning,45.2062,-113.6745,ID,2007-07-08,2007-09-26,80 days
1.5,B,Lightning,34.15194444,-108.5025,NM,2002-07-21,2002-07-21,0 days
2.0,B,Lightning,30.263611,-89.955833,LA,2001-07-31,2001-07-31,0 days
2.0,B,Lightning,40.2072,-108.337,CO,2002-09-05,2002-09-09,4 days
14.1,C,Lightning,43.24414,-116.15713999999998,ID,2007-08-24,2007-08-24,0 days
1.5,B,Lightning,32.4317,-104.3508,NM,2009-04-23,2009-04-23,0 days
490.0,E,Lightning,41.591,-118.2627,NV,1995-09-16,1995-09-17,1 days
16.0,C,Lightning,44.0058,-105.1292,WY,2015-08-15,2015-08-17,2 days
2.7,B,Lightning,30.6924,-82.0596,GA,1998-07-03,1998-07-03,0 days
1.0,B,Lightning,43.51333333,-103.9433333,SD,2000-07-03,2000-07-03,0 days
3.0,B,Lightning,42.6132,-113.9467,ID,1998-08-09,1998-08-09,0 days
35.0,C,Lightning,41.1181,-114.7964,NV,2006-07-22,2006-07-23,1 days
1.0,B,Lightning,47.69694444,-115.1275,MT,2008-07-13,2008-07-16,3 days
326.0,E,Lightning,38.61722222,-111.6252778,UT,2003-07-02,2003-07-30,28 days
1.5,B,Lightning,44.1666,-106.2006,WY,1994-08-07,1994-08-08,1 days
436.8,E,Lightning,40.9666,-118.0843,NV,2000-08-24,2000-08-27,3 days
3.3,B,Lightning,43.785,-120.7139,OR,2009-07-30,2009-08-01,2 days
2.0,B,Lightning,47.665,-120.5083333,WA,1993-08-04,1993-08-05,1 days
95.0,C,Lightning,33.525,-111.1833333,AZ,2002-07-13,2002-07-15,2 days
2.0,B,Lightning,41.43611111,-121.7255556,CA,2008-07-22,2008-07-22,0 days
1.0,B,Lightning,27.4556,-80.8229,FL,2015-05-12,2015-05-12,0 days
1.0,B,Lightning,41.56777778,-122.03555559999998,CA,1999-08-10,1999-08-11,1 days
2.2,B,Lightning,37.20944444,-106.8136111,CO,2009-08-12,2009-08-14,2 days
160.0,D,Lightning,61.4493,-161.4357,AK,1997-07-23,1997-08-14,22 days
6.0,B,Lightning,46.78,-115.13,ID,1992-08-20,1992-08-22,2 days
2389.0,F,Lightning,46.2369,-119.4819,WA,2007-07-13,2007-07-15,2 days
1.0,B,Lightning,42.6499,-115.6176,ID,1992-06-10,1992-06-10,0 days
6.0,B,Lightning,45.18916667,-114.8552778,ID,1996-08-16,1996-08-18,2 days
109.0,D,Lightning,44.794,-120.8203,OR,2003-08-05,2003-08-07,2 days
6.2,B,Lightning,26.3465,-81.5534,FL,2011-05-31,2011-06-01,1 days
82.7,C,Lightning,33.465,-85.86888889,AL,2002-08-03,2002-08-07,4 days
34.0,C,Lightning,36.9516,-113.8075,AZ,1999-08-11,1999-08-15,4 days
6238.2,G,Lightning,63.5347,-152.1973,AK,2001-06-26,2001-08-15,50 days
3.0,B,Lightning,33.6525,-109.0,NM,2004-08-06,2004-08-07,1 days
30.0,C,Lightning,41.54666667,-117.585,NV,1996-08-13,1996-08-14,1 days
55.9,C,Lightning,35.68805556,-99.56611111,OK,2011-08-08,2011-08-13,5 days
1533.0,F,Lightning,31.49527778,-111.1702778,AZ,2008-06-23,2008-07-15,22 days
1.25,B,Lightning,33.96055556,-109.0877778,AZ,2007-07-08,2007-07-09,1 days
22.5,C,Lightning,44.8332,-121.3012,OR,1999-08-05,1999-08-05,0 days
3.0,B,Lightning,36.42972222,-106.24944440000002,NM,2003-05-27,2003-05-28,1 days
2.5,B,Lightning,35.62138889,-105.80055559999998,NM,2001-06-08,2001-06-09,1 days
1.5,B,Lightning,46.49666667,-112.1366667,MT,2003-08-04,2003-08-05,1 days
7.0,B,Lightning,34.92333333,-93.88666667,AR,1994-04-03,1994-04-03,0 days
16.8,C,Lightning,25.85798,-81.11265,FL,1993-08-22,1993-08-22,0 days
12.0,C,Lightning,45.86166667,-114.805,ID,1992-08-20,1992-08-29,9 days
5.0,B,Lightning,37.24361111,-106.9419444,CO,2012-09-30,2012-10-01,1 days
29.53,C,Lightning,31.10275,-84.2244,GA,2014-07-10,2014-07-10,0 days
1500.0,F,Lightning,40.428,-118.1793,NV,2001-08-12,2001-08-16,4 days
1.0,B,Lightning,35.405,-111.6222222,AZ,2004-06-29,2004-06-29,0 days
30.0,C,Lightning,40.5422,-115.8236,NV,2007-07-16,2007-07-18,2 days
0.9,B,Lightning,42.294,-112.486,ID,2013-08-20,2013-08-20,0 days
18.0,C,Lightning,47.16777778,-114.9022222,MT,2000-08-03,2000-08-07,4 days
1400.0,F,Lightning,33.4501,-104.2005,NM,1993-06-16,1993-06-16,0 days
50.0,C,Lightning,67.2494,-159.7195,AK,1999-07-12,1999-07-16,4 days
3.0,B,Lightning,42.55166667,-121.575,OR,1994-07-23,1994-07-23,0 days
1.0,B,Lightning,41.50722222,-120.9766667,CA,2003-07-23,2003-07-24,1 days
4.1,B,Lightning,35.04061,-108.77846,NM,2009-07-10,2009-07-10,0 days
2.0,B,Lightning,44.71027778,-104.3633333,WY,2003-07-19,2003-07-20,1 days
10857.0,G,Lightning,39.73488,-121.7361,CA,1999-08-23,1999-09-05,13 days
5.0,B,Lightning,47.31777778,-113.5083333,MT,2015-08-14,2015-11-06,84 days
1.0,B,Lightning,37.1222,-108.4062,CO,1993-08-01,1993-08-03,2 days
3.0,B,Lightning,42.44472222,-105.5813889,WY,2005-07-11,2005-07-11,0 days
3.0,B,Lightning,38.4636,-112.8744,UT,1998-08-25,1998-08-26,1 days
250.0,D,Lightning,41.09333333,-122.62166670000002,CA,1994-09-18,1994-09-23,5 days
0.75,B,Lightning,35.644722200000004,-106.591944,NM,2010-07-05,2010-07-20,15 days
2.0,B,Lightning,39.9666,-108.334,CO,1994-07-15,1994-07-16,1 days
10.0,C,Lightning,41.793072,-113.169167,UT,2011-07-08,2011-07-09,1 days
2188.0,F,Lightning,40.5666,-112.9008,UT,1994-07-05,1994-07-08,3 days
43.0,C,Lightning,33.77416667,-108.4266667,NM,2008-07-02,2008-07-03,1 days
66.7,C,Lightning,29.985,-93.64611111,LA,2006-06-02,2006-06-09,7 days
30.0,C,Lightning,40.6167,-117.8283,NV,2006-07-27,2006-07-29,2 days
0.8,B,Lightning,39.08833333,-105.39166670000002,CO,1996-08-14,1996-08-15,1 days
3.0,B,Lightning,34.98388889,-111.75055559999998,AZ,2001-07-21,2001-08-03,13 days
5.5,B,Lightning,48.17966,-118.2214,WA,2014-06-30,2014-07-02,2 days
15.0,C,Lightning,32.0864,-103.3724,NM,2011-06-12,2011-06-12,0 days
5.0,B,Lightning,42.46444444,-110.8611111,WY,1994-09-01,1994-09-03,2 days
186.0,D,Lightning,44.2844,-119.4433,OR,2011-10-01,2011-12-21,81 days
400.0,E,Lightning,45.24138889,-114.8683333,ID,2007-08-03,2007-08-25,22 days
1.73,B,Lightning,31.0523,-81.7189,GA,2000-05-28,2000-05-28,0 days
1.5,B,Lightning,44.48472222,-115.8019444,ID,1999-08-08,1999-08-09,1 days
2.0,B,Lightning,44.80472222,-118.2180556,OR,2000-07-20,2000-07-20,0 days
1.0,B,Lightning,35.935,-106.2866667,NM,1993-05-09,1993-05-11,2 days
4.1,B,Lightning,30.6092,-81.6498,FL,2012-05-23,2012-05-23,0 days
3.7,B,Lightning,33.74218,-103.11503,NM,2012-08-08,2012-08-08,0 days
58.0,C,Lightning,37.0203,-113.7236,UT,2005-06-03,2005-06-03,0 days
6.0,B,Lightning,43.2546,-114.2242,ID,2004-08-26,2004-08-26,0 days
4.0,B,Lightning,29.329,-81.3693,FL,2014-06-20,2014-06-20,0 days
2.5,B,Lightning,46.11666667,-86.4025,MI,2006-07-08,2006-07-09,1 days
4.0,B,Lightning,37.1247,-113.0339,UT,2006-07-12,2006-07-13,1 days
1.5,B,Lightning,36.40412,-118.72724,CA,1995-08-08,1995-08-12,4 days
1.5,B,Lightning,44.10138889,-103.5869444,SD,2006-07-26,2006-07-27,1 days
8.5,B,Lightning,45.59416667,-104.2225,MT,2005-08-09,2005-08-11,2 days
4.5,B,Lightning,38.48527778,-119.6125,CA,2002-07-12,2002-07-18,6 days
4.75,B,Lightning,43.65916667,-119.5719444,OR,2007-07-06,2007-07-10,4 days
2.0,B,Lightning,35.3061,-92.08727,AR,2012-07-27,2012-07-27,0 days
3.0,B,Lightning,43.105,-122.8816667,OR,1996-08-13,1996-08-14,1 days
2.0,B,Lightning,42.0666,-114.6175,ID,1996-09-11,1996-09-12,1 days
8404.4,G,Lightning,65.2739,-151.1033,AK,2007-06-30,2007-09-05,67 days
5.0,B,Lightning,37.49968,-114.575,NV,1999-05-28,1999-05-31,3 days
27.0,C,Lightning,46.17885,-86.23804,MI,2007-08-30,2007-08-31,1 days
20.0,C,Lightning,41.69527778,-121.0538889,CA,1996-08-26,1996-09-02,7 days
0.8,B,Lightning,39.5944,-107.5303,CO,2007-06-17,2007-06-19,2 days
1.0,B,Lightning,27.4467,-81.392,FL,2014-04-30,2014-05-03,3 days
20.1,C,Lightning,27.531,-80.8596,FL,2011-06-22,2011-06-22,0 days
984.0,E,Lightning,30.16861111,-84.81777778,FL,1999-05-23,1999-05-31,8 days
15.0,C,Lightning,34.5,-110.9905556,AZ,2002-07-02,2002-07-02,0 days
0.67,B,Lightning,42.06146317,-76.81513741,NY,2009-11-08,2009-11-08,0 days
0.8,B,Lightning,37.5339,-109.7989,UT,2013-06-14,2013-06-15,1 days
2.0,B,Lightning,36.06993,-105.27223,NM,2011-07-20,2011-07-20,0 days
2.52,B,Lightning,33.0925,-83.0719,GA,2000-05-27,2000-05-27,0 days
83.5,C,Lightning,47.5667,-108.5674,MT,1994-06-24,1994-06-27,3 days
30.0,C,Lightning,36.609731,-120.75333899999998,CA,2003-08-02,2003-08-02,0 days
2.0,B,Lightning,45.47861111,-114.7322222,ID,2003-07-30,2003-10-30,92 days
1.5,B,Lightning,45.41277778,-117.4755556,OR,2002-08-04,2002-08-05,1 days
1.0,B,Lightning,41.11333333,-122.6466667,CA,1994-09-19,1994-09-23,4 days
3.0,B,Lightning,35.94722222,-111.9238889,AZ,2006-08-05,2006-08-23,18 days
14.15,C,Lightning,31.738000000000003,-82.0356,GA,1997-03-18,1997-03-18,0 days
209.0,D,Lightning,40.1113,-115.8945,NV,1999-08-23,1999-08-24,1 days
20.0,C,Lightning,43.0499,-117.101,OR,1996-06-07,1996-06-07,0 days
350.0,E,Lightning,29.70972222,-94.00888889,TX,2010-08-19,2010-08-19,0 days
10.0,C,Lightning,33.3408,-110.0142,AZ,2006-07-15,2006-07-27,12 days
8136.7,G,Lightning,42.5834,-113.03218,ID,2000-07-26,2000-07-31,5 days
8.0,B,Lightning,36.4725,-115.0847,NV,2006-07-01,2006-07-11,10 days
1.0,B,Lightning,44.53166667,-118.6983333,OR,1997-08-03,1997-08-03,0 days
0.9,B,Lightning,41.067056,-109.373978,WY,2012-07-11,2012-07-16,5 days
8.2,B,Lightning,43.25769,-116.08393999999998,ID,1996-08-12,1996-08-12,0 days
80.0,C,Lightning,39.35,-108.8507,CO,1992-06-24,1992-06-25,1 days
25.0,C,Lightning,33.422047,-79.447411,SC,2012-05-20,2012-05-21,1 days
1.0,B,Lightning,41.78,-123.37666670000002,CA,1992-07-17,1992-07-17,0 days
3.5,B,Lightning,39.1267,-108.8144,CO,2007-07-07,2007-07-20,13 days
62.0,C,Lightning,43.8502,-118.0538,OR,2001-07-16,2001-07-17,1 days
1.0,B,Lightning,36.6786,-113.5714,AZ,2007-07-18,2007-07-20,2 days
25.0,C,Lightning,36.3333,-110.2674,AZ,1999-06-22,1999-06-23,1 days
1.5,B,Lightning,36.58444444,-105.98333329999998,NM,2003-08-10,2003-08-10,0 days
121.0,D,Lightning,39.6836,-108.6865,CO,1996-06-17,1996-06-19,2 days
56.0,C,Lightning,43.8689,-118.6511,OR,2013-08-09,2013-08-14,5 days
2.0,B,Lightning,40.195,-120.5716667,CA,1996-08-13,1996-08-15,2 days
2.0,B,Lightning,34.48666667,-110.8,AZ,1998-08-05,1998-08-05,0 days
37.2,C,Lightning,39.3461,-106.9786,CO,2011-10-02,2011-10-17,15 days
5.0,B,Lightning,45.5153,-104.2011,MT,2002-08-31,2002-09-01,1 days
12.7,C,Lightning,34.52333333,-110.9130556,AZ,2005-07-21,2005-07-21,0 days
16.5,C,Lightning,42.08083333,-105.2822222,WY,1998-05-02,1998-05-02,0 days
6493.0,G,Lightning,43.87972222,-110.0241667,WY,2012-07-03,2012-10-04,93 days
1.0,B,Lightning,37.50416667,-107.7844444,CO,2004-08-10,2004-08-12,2 days
1.5,B,Lightning,41.200095000000005,-74.866,PA,1994-11-06,1994-11-06,0 days
6.7,B,Lightning,40.4621,-118.284,NV,2007-06-23,2007-06-23,0 days
3.0,B,Lightning,43.24861111,-121.7436111,OR,2004-08-16,2004-08-17,1 days
1.0,B,Lightning,43.46361111,-103.545,SD,2007-07-08,2007-07-08,0 days
140.0,D,Lightning,45.9226,-119.1036,OR,2000-07-22,2000-07-23,1 days
15.0,C,Lightning,33.95786,-93.95789,AR,2012-08-17,2012-08-17,0 days
1.0,B,Lightning,26.4426,-81.6031,FL,2012-07-27,2012-07-27,0 days
5.0,B,Lightning,66.9667,-155.2333,AK,2005-06-15,2005-07-21,36 days
115.0,D,Lightning,38.3163889,-120.001389,CA,2010-10-08,2010-10-09,1 days
10.0,C,Lightning,41.5564,-116.2094,NV,2012-08-08,2012-08-08,0 days
1.0,B,Lightning,33.46413,-93.40508,AR,2011-08-25,2011-08-25,0 days
30.0,C,Lightning,45.38944444,-108.9502778,MT,2006-08-14,2006-08-21,7 days
40.0,C,Lightning,41.6666,-105.2672,WY,1995-08-19,1995-08-19,0 days
20.0,C,Lightning,27.8109,-80.8253,FL,2011-06-14,2011-06-15,1 days
1200.0,F,Lightning,41.7799,-117.9918,NV,1995-07-09,1995-07-10,1 days
0.76,B,Lightning,43.28753646,-73.70898641,NY,2011-06-08,2011-06-08,0 days
7.0,B,Lightning,31.07763124,-83.50346636,GA,2011-06-15,2011-06-15,0 days
1.0,B,Lightning,34.325,-110.8,AZ,1996-07-14,1996-07-20,6 days
5.0,B,Lightning,30.98183389,-95.16005917,TX,2011-08-26,2011-08-26,0 days
1.0,B,Lightning,37.78472222,-118.71666670000002,CA,1999-08-22,1999-08-22,0 days
18.0,C,Lightning,34.38722222,-111.0377778,AZ,2003-07-05,2003-07-07,2 days
1.5,B,Lightning,46.6625,-113.9623,MT,2009-09-01,2009-09-02,1 days
1.0,B,Lightning,48.48083333,-117.3997222,WA,2001-08-14,2001-08-17,3 days
1.8,B,Lightning,41.133790000000005,-108.80651,WY,2013-06-30,2013-07-01,1 days
2.0,B,Lightning,37.00083333,-118.3677778,CA,1999-08-11,1999-08-12,1 days
20.0,C,Lightning,48.73361111,-115.9336111,MT,2015-08-14,2015-08-30,16 days
0.73,B,Lightning,31.96511833,-82.19614842,GA,2012-05-22,2012-05-22,0 days
2260.0,F,Lightning,42.7536,-115.0681,ID,2015-08-14,2015-08-15,1 days
1.0,B,Lightning,46.93600000000001,-113.5483,MT,2012-07-11,2012-07-12,1 days
300.0,E,Lightning,47.625,-102.0004,ND,2000-05-04,2000-05-04,0 days
40.0,C,Lightning,45.18,-105.965,MT,1994-09-09,1994-09-11,2 days
9.5,B,Lightning,42.8005,-111.5541,ID,1999-08-26,1999-08-26,0 days
1682.0,F,Lightning,44.7613889,-121.798333,OR,2010-08-19,2010-10-27,69 days
40.0,C,Lightning,43.645,-104.7833333,WY,1992-06-12,1992-06-12,0 days
1.83,B,Lightning,42.7649,-78.0561,NY,2015-11-26,2015-11-26,0 days
26.22,C,Lightning,32.38705278,-82.43519722,GA,2012-07-07,2012-07-07,0 days
1800.0,F,Lightning,39.5177,-109.9801,UT,2002-06-20,2002-06-22,2 days
23.5,C,Lightning,27.1015,-82.1115,FL,2014-05-27,2014-05-27,0 days
24.0,C,Lightning,44.066,-90.15,WI,1999-04-17,1999-04-17,0 days
1.5,B,Lightning,45.412690000000005,-106.69872,MT,2015-07-28,2015-07-29,1 days
1.8,B,Lightning,39.6414,-110.2625,UT,2009-09-23,2009-09-24,1 days
1.0,B,Lightning,47.8638,-114.7071,MT,1993-08-06,1993-08-06,0 days
4.0,B,Lightning,29.2234,-82.6479,FL,2011-09-23,2011-09-23,0 days
2.0,B,Lightning,32.99166667,-105.4461111,NM,2009-05-15,2009-05-17,2 days
3292.0,F,Lightning,40.5489,-112.7155,UT,2006-07-18,2006-07-21,3 days
6.2,B,Lightning,42.5682,-122.7784,OR,2006-08-06,2006-08-14,8 days
7.0,B,Lightning,33.0,-114.492,AZ,1999-07-12,1999-07-13,1 days
120.0,D,Lightning,35.07166667,-111.9416667,AZ,1997-09-07,1997-11-06,60 days
1.5,B,Lightning,48.92194444,-120.70555559999998,WA,2003-08-14,2003-08-15,1 days
300.0,E,Lightning,39.9666,-113.8342,UT,1996-07-05,1996-07-07,2 days
6.0,B,Lightning,33.370909999999995,-109.79591,AZ,2009-08-04,2009-08-08,4 days
11.0,C,Lightning,33.3225,-79.84388889,SC,2015-07-21,2015-07-21,0 days
113.7,D,Lightning,46.2708,-105.9583,MT,2012-07-14,2012-07-15,1 days
1.0,B,Lightning,35.13638889,-112.18416670000002,AZ,2000-07-30,2000-08-01,2 days
66.0,C,Lightning,43.8833,-108.9674,WY,2000-07-23,2000-07-26,3 days
1.0,B,Lightning,29.2834,-81.0649,FL,2011-08-01,2011-08-01,0 days
39.0,C,Lightning,32.775,-87.18277778,AL,2002-05-02,2002-05-02,0 days
102.0,D,Lightning,40.05,-107.9256,CO,2001-05-30,2001-06-05,6 days
13.4,C,Lightning,44.8464,-101.6154,SD,2013-05-07,2013-05-07,0 days
1.4,B,Lightning,31.2069,-82.8173,GA,2002-06-01,2002-06-01,0 days
42.4,C,Lightning,30.9327,-82.979,GA,2002-06-16,2002-06-16,0 days
3.46,B,Lightning,33.1953,-83.0525,GA,1993-07-10,1993-07-10,0 days
1.0,B,Lightning,47.7069,-109.4413,MT,1997-08-29,1997-08-29,0 days
6.0,B,Lightning,37.36833333,-113.5522222,UT,2004-08-19,2004-10-20,62 days
0.75,B,Lightning,41.32694444,-123.0083333,CA,2004-06-30,2004-06-30,0 days
4.0,B,Lightning,39.15,-108.8173,CO,1996-06-22,1996-06-23,1 days
2378.0,F,Lightning,46.4475,-106.4075,MT,2006-07-29,2006-07-30,1 days
1.0,B,Lightning,40.16861111,-120.6186111,CA,2001-07-25,2001-07-26,1 days
7.0,B,Lightning,46.2564,-108.1609,MT,2005-08-07,2005-08-07,0 days
2.5,B,Lightning,26.7992,-81.3953,FL,2010-07-27,2010-07-27,0 days
120.0,D,Lightning,45.9075,-114.6816667,ID,1999-08-04,1999-11-15,103 days
4.5,B,Lightning,37.7514,-110.0212,UT,2000-07-30,2000-08-01,2 days
15698.3,G,Lightning,41.6258,-115.1233,NV,2006-09-03,2006-09-10,7 days
3.0,B,Lightning,44.6998,-121.5678,OR,1999-08-05,1999-08-05,0 days
1.0,B,Lightning,33.7265,-105.573528,NM,2009-08-18,2009-08-18,0 days
693.0,E,Lightning,30.66913333,-101.6172,TX,2015-08-12,2015-08-18,6 days
10682.0,G,Lightning,65.9083,-152.5167,AK,2010-05-29,2010-06-14,16 days
10.0,C,Lightning,32.8728,-109.3459,AZ,2001-06-19,2001-06-20,1 days
4506.0,F,Lightning,40.0274,-115.122,NV,2001-08-13,2001-08-19,6 days
2.0,B,Lightning,42.24,-104.456,WY,2011-03-20,2011-03-20,0 days
1.0,B,Lightning,35.50007,-94.1291,AR,2012-07-20,2012-07-20,0 days
1.0,B,Lightning,32.54966864,-83.27973935,GA,2011-08-20,2011-08-20,0 days
1.5,B,Lightning,42.3888889,-111.251111,ID,2010-10-03,2010-10-22,19 days
315.0,E,Lightning,30.683566,-87.43757099999999,AL,2006-06-17,2006-06-18,1 days
5.0,B,Lightning,34.85333333,-112.0,AZ,1994-07-03,1994-07-03,0 days
1.0,B,Lightning,34.03555556,-108.45194440000002,NM,1999-07-03,1999-07-03,0 days
42.0,C,Lightning,33.01194444,-108.0047222,NM,2012-06-21,2012-06-21,0 days
2.1,B,Lightning,48.3575,-120.32916670000002,WA,2000-07-22,2000-07-23,1 days
38.0,C,Lightning,43.191783,-111.97635,ID,2013-09-17,2013-09-18,1 days
2.0,B,Lightning,34.16666667,-110.8066667,AZ,1996-07-18,1996-07-19,1 days
1.5,B,Lightning,47.59965,-108.46535,MT,2008-08-09,2008-08-10,1 days
2.0,B,Lightning,45.23638889,-96.37111111,MN,2006-09-15,2006-09-15,0 days
10.0,C,Lightning,41.25665,-101.3381,NE,2012-08-07,2012-08-07,0 days
17.0,C,Lightning,39.1333,-108.9673,CO,1999-06-24,1999-06-26,2 days
1891.6,F,Lightning,40.7141,-114.7628,NV,2000-06-18,2000-06-22,4 days
24.0,C,Lightning,29.133000000000003,-95.2833,TX,1993-08-22,1993-08-22,0 days
285.0,D,Lightning,35.835,-83.16833333,TN,1998-09-10,1998-09-12,2 days
3.0,B,Lightning,37.45444444,-113.4063889,UT,2001-08-19,2001-08-19,0 days
320.0,E,Lightning,37.31407976,-81.74301351,WV,2012-03-29,2012-03-30,1 days
5.0,B,Lightning,38.65,-109.15,UT,1995-07-30,1995-08-01,2 days
13.5,C,Lightning,30.6241,-82.7752,GA,1993-06-10,1993-06-11,1 days
225.0,D,Lightning,32.485,-105.7606,NM,2010-06-23,2010-06-24,1 days
600.0,E,Lightning,44.1367,-99.1069,SD,2006-07-15,2006-07-15,0 days
200.0,D,Lightning,38.75,-112.0174,UT,1992-09-16,1992-09-16,0 days
40.0,C,Lightning,38.7833,-112.7341,UT,1994-07-29,1994-08-01,3 days
2.0,B,Lightning,36.017,-108.7993,NM,2007-07-21,2007-07-22,1 days
2.0,B,Lightning,40.8131,-111.1919,UT,2008-10-01,2008-10-01,0 days
80.0,C,Lightning,46.95,-108.8674,MT,1996-09-01,1996-09-03,2 days
1.0,B,Lightning,36.40916667,-106.2977778,NM,2002-06-25,2002-06-25,0 days
1.0,B,Lightning,48.00166667,-90.54166667,MN,1995-06-20,1995-06-21,1 days
0.8,B,Lightning,48.61361111,-117.4258333,WA,2015-07-21,2015-08-07,17 days
1.0,B,Lightning,45.725,-115.065,ID,1999-08-28,1999-10-22,55 days
1.0,B,Lightning,34.3175,-111.1111111,AZ,2005-08-08,2005-08-08,0 days
4.0,B,Lightning,34.54166667,-93.83666667,AR,1998-07-23,1998-07-23,0 days
46.0,C,Lightning,30.5826,-81.9129,FL,2014-01-22,2014-01-22,0 days
3500.0,F,Lightning,38.8333,-109.7173,UT,1995-06-14,1995-06-15,1 days
59.0,C,Lightning,43.525,-121.1511111,OR,2008-08-19,2008-08-20,1 days
3.0,B,Lightning,40.1633,-109.0154,CO,2007-07-04,2007-07-05,1 days
